MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
1519325,2013,Mine No. 7,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,Clas Coal Company Inc.,"P.O. Box 643, Elkhorn City, KY 41522", ,Appalachia Central,101222,37,87432,11.5250714035
1519359,2013,Bear Branch Mine Auger No. 1,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Hard Rock Energy, Llc","P.O. Box 887, Elkhorn City, KY 41522", ,Appalachia Central,1100,3,280,7.00306545879
1519371,2013,# 8,Kentucky (East),Pike,Active,Surface,Contractor,Mine only,"Pia Company, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,79479,15,15541,11.2832481148
1519396,2013,Persimmon #1,Kentucky (East),Pike,Active,Surface,Operating Subsidiary,Mine only,Clintwood Elkhorn Mining,"23956 State  Highway 194e, Feds Creek, KY 41524", ,Appalachia Central,48246,8,13901,10.7840682018
1519433,2013,Eagle 2,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Jet Coal Company Inc,"P.O. Box 276, Virgie, KY 41572", ,Appalachia Central,129212,22,58601,11.7692097453
1519451,2013,S-9 Findlay Br,Kentucky (East),Pike,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,232611,25,46319,12.3571228094
1519461,2013,Surface #1,Kentucky (East),Pike,Temporarily closed,Surface,Independent Producer Operator,Mine only,Augustus Augering And Contract,"P.O. Box 203, Lowmansville, KY 41232", ,Appalachia Central,6800,4,2880,8.82467789116
1519475,2013,Beech Creek Surface Mine,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"5957 Windswept Blvd., Wise, VA 24293", ,Appalachia Central,114647,32,71940,11.6496131213
1519501,2013,Mine No 11,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,Hubble Mining Co Llc,"P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,275719,74,161505,12.5271375101
1519515,2013,Mine #4,Kentucky (East),Pike,Active,Underground,Operating Subsidiary,Mine only,"Excel Mining, Llc.","4126 State Hwy, Pikeville, KY 41501", ,Appalachia Central,1039510,184,389709,13.8542600062
1519534,2013,Eagle 3,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,New Jet Llc,"P.O. Box 276, Virgie, KY 41572", ,Appalachia Central,230096,42,92135,12.3462518921
1519541,2013,7-E,Kentucky (East),Pike,Active,Underground,Independent Producer Operator,Mine only,"Dags Branch Coal Co, Inc.","P.O. Box 159, Fedscreek, KY 41524", ,Appalachia Central,50108,15,33564,10.821935955
1519544,2013,No 9,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Apex Energy, Inc.","P.O. Box 2100, Pikeville, KY 41502", ,Appalachia Central,187552,28,71211,12.1418114193
1519604,2013,Beaver Mine No. 1,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Mill Branch Processing, Inc.","P.O. Box 100, Ashcamp, KY 41512", ,Appalachia Central,48125,10,14113,10.7815570716
1519622,2013,Job 51,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Premier Elkhorn Coal Company,"6920 Hwy. 610 West, Myra, KY 41537", ,Appalachia Central,302034,42,103423,12.6182948728
1519689,2013,No 24,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Cw Augering Inc,"24044 State Highway  194, Fedscreek, KY 41524", ,Appalachia Central,81027,7,19811,11.3025377114
1519710,2013,E-2 Hurricane,Kentucky (East),Pike,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Cheyenne Mining, Inc.","P.O. Box 1500, Pikeville, KY 41502", ,Appalachia Central,6317,9,4722,8.7509996909
1519711,2013,Pegs Branch #2,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,Mountain Reclamation And Const,"P.O. Box 1091, Phelps, KY 41553", ,Appalachia Central,3966,6,3678,8.28551330908
1519722,2013,No. 11 Allen Branch Job,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Apex Energy, Inc.","7567 Upper Johns Creek Rd., Phelps, KY 41553", ,Appalachia Central,1335,2,242,7.19668657083
4407293,2013,H-3,Kentucky (East),Pike,Active,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,90613,9,26441,11.4143529696
1518843,2013,Line Creek No. 1,Kentucky (East),Rockcastle,Active,Surface,Independent Producer Operator,Mine only,Jamieson Construction Co.,"30 Jamieson Lane, London, KY 40744", ,Appalachia Central,13441,5,8719,9.50606501607
1502709,2013,Highland 9 Mine,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Mine only,Highland Mining Company Llc,"530 French Rd, Waverly, KY 42462",UNIT,Illinois Basin,2931435,425,989532,14.8910026222
1518335,2013,Dodge Hill Mine #1,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Dodge Hill Mining Company Llc,"P.O. Box 165, Sturgis, KY 42459", ,Illinois Basin,1023871,184,462139,13.8391011001
1519374,2013,River View Mine,Kentucky (West),Union,Active,Underground,Operating Subsidiary,Mine only,River View Coal Llc,"835 Sr 1179, Waverly, KY 42462", ,Illinois Basin,9310310,587,1468688,16.0466329462
1518547,2013,Onton #9,Kentucky (West),Webster,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Sebree Mining Llc,"3603 St Rt 370 E, Sebree, KY 42455", ,Illinois Basin,2367700,300,823616,14.6774295778
1519572,2013,Mobile Auger #3 Unit 57,Kentucky (West),Webster,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Valley Mining, Inc.","P.O. Box 152, Uhrichsville, OH 44683", ,Illinois Basin,8832,2,773,9.08613676852
1519599,2013,Wynn/Diamond Mine,Kentucky (West),Webster,Active,Surface,Independent Producer Operator,Mine only,Winn Energy Llc,"8390 Hwy 140 West, Calhoun, KY 42327", ,Illinois Basin,29031,4,6346,10.2761195035
1519701,2013,Wynn / Diamond Mine,Kentucky (West),Webster,Active,Surface,Independent Producer Operator,Mine only,"Highwall Mining, Llc","P.O. Box 2303, Pikeville, KY 41501", ,Illinois Basin,9595,2,500,9.16899740844
1517871,2013,Ghm #40,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,Green Hill Mining Inc,"P.O. Box 760, London, KY 40743", ,Appalachia Central,33439,2,3840,10.4174781624
1518466,2013,F-M #4,Kentucky (East),Whitley,Active,Underground,Contractor,Mine only,F-M Coal Corp,"P.O. Box 1733, Corbin, KY 40702", ,Appalachia Central,117576,22,55339,11.674840212
1518716,2013,Hatfield Gap Surface Mine,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,Mountainside Coal Co,"7692 S. Hwy 25w, Williamsburg, KY 40769", ,Appalachia Central,65946,24,46866,11.0965915043
1518819,2013,Shm-35 (Lick Fork),Kentucky (East),Whitley,Active,Surface,Contractor,Mine only,Contract Highwall Mining Llc,"P.O. Box 1469, Pikeville, KY 41502", ,Appalachia Central,59172,8,7971,10.988203736
1519002,2013,Josie Mine #2,Kentucky (East),Whitley,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,American Highwall Mining Llc,"P.O. Box 1539, Chilhowie, VA 24319", ,Appalachia Central,7245,9,17350,8.88806685475
1519594,2013,Job #2,Kentucky (East),Whitley,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Fraziernantz Llc,"239 Ellen Lane, Gray, KY 40734", ,Appalachia Central,8945,4,1841,9.09884999594
1519614,2013,Maple Creek Mine #1,Kentucky (East),Whitley,Active,Surface,Independent Producer Operator,Mine only,"Alden Resources, Llc","332 W. Cumberland Gap Pkw., Corbin, KY 40701", ,Appalachia Central,64648,21,48468,11.0767124479
1519668,2013,Jellico Creek Job,Kentucky (East),Whitley,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Mountainside Coal,"7692 S. Hwy 25w, Williamsburg, KY 40769", ,Appalachia Central,111242,39,104099,11.6194632873
1519687,2013,Mulberry Mine #1,Kentucky (East),Whitley,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Alden Resources, Llc","332 W Cumberland Gap Parkway, Corbin, KY 40701", ,Appalachia Central,28646,14,23116,10.2627690963
1601031,2013,Dolet Hills Lignite Company,Louisiana,De Soto,Active,Surface,Operating Subsidiary,Mine only,Dolet Hills Lignite Company Ll,"377 Highway 522, Mansfield, LA 71052", ,Interior,2715366,262,577707,14.8144373089
1601499,2013,Five Forks Mine,Louisiana,Natchitoches,Active,Surface,Operating Subsidiary,Mine only,Demery Resources Com,"839 Five Forks Road, Saline, LA 71070", ,Interior,94405,18,38458,11.4553493168
1800133,2013,Cabin Run,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Vindex Energy Corporation,"265 Glass Drive, Mt. Lake Park, MD 21550", ,Appalachia Northern,483904,65,133678,13.0896418189
1800170,2013,Jackson Mountain,Maryland,Allegany,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Vindex Energy Corporation,"265 Glass Drive, Oakland, MD 21550", ,Appalachia Northern,62244,16,52711,11.0388174241
1800391,2013,No 1 Strip,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,Beechwood Coal Llc,"19709 Winner View Terrace, Frostburg, MD 21532", ,Appalachia Northern,85470,15,35310,11.3559207162
1800529,2013,Cobra No 1,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,Cobra Mining Inc,"P.O. Box 356, Barton, MD 21521", ,Appalachia Northern,25230,8,16901,10.1357890416
1800713,2013,Job #3,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Tri-Star Mining Inc,"2278 Michael Rd. / P.O. Box 33, Barton, MD 21521", ,Appalachia Northern,237781,42,98982,12.379105361
1800744,2013,No 1 Strip,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,G & S Coal Company Inc,"21557 Maryland Highway, Bloomington, MD 21523", ,Appalachia Northern,3347,2,1320,8.11581970121
1800748,2013,Taylor # 1,Maryland,Allegany,Active,Underground,Independent Producer Operator,Mine only,Arj Construction Company Inc,"P.O. Box 886, Lewisburg, WV 24901", ,Appalachia Northern,315247,62,104481,12.6611117375
1800752,2013,Federal Hill Mine,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,"Beechwood Coal, Llc","19709 Winner View Terrace, Frostburg, MD 21532", ,Appalachia Northern,63680,7,16320,11.0616258205
1800760,2013,No. 1 Mine,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,"Ritchie Trucking & Excavating,","19709 Winner View Terrace, Frostburg, MD 21532", ,Appalachia Northern,71159,6,12541,11.1726720888
1800769,2013,Carlos Surface,Maryland,Allegany,Temporarily closed,Surface,Independent Producer Operator,Mine only,Vindex Energy Corporation,"265 Glass Drive, Mountain Lake, MD 21550", ,Appalachia Northern,3795,2,497,8.24143968983
1800776,2013,No. 1 Surface,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,"Walker Brothers Mining, Inc.","P.O. Box 583, Midlothian, MD 21543", ,Appalachia Northern,40354,10,20183,10.6054458014
1800777,2013,Jackson,Maryland,Allegany,Active,Surface,Independent Producer Operator,Mine only,C & S  Coal Llc,"15400 Blacksmith Lane, Lonaconing, MD 21539", ,Appalachia Northern,4557,3,4298,8.42441979126
1800372,2013,No 1 Strip,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,G & S Coal Company Inc,"P.O. Box 185, Bloomington, MD 21523", ,Appalachia Northern,77916,16,27447,11.2633866023
1800630,2013,#1 Strip,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,"Pine Mountain Coal Company, In","15615 Raynor Hill Drive Sw, Frostburg, MD 21532", ,Appalachia Northern,6459,6,8473,8.77322978603
1800756,2013,Laoc Strip #1,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,Laoc Corporation,"3388 George Washington Hwy, Oakland, MD 21550", ,Appalachia Northern,12347,1,1640,9.42116839757
1800761,2013,Steyer Ii,Maryland,Garrett,"Active, men working, not producing",Underground,Contractor,Mine only,Steyer Fuel Mining Co Inc,"P.O. Box 549, Dellslow, WV 26531", ,Appalachia Northern,106686,32,64616,11.5776452197
1800765,2013,No. 1 Surface,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,"Savage Mountain Minerals, Inc.","19606 Sugar Maple Road Sw, Barton, MD 21521", ,Appalachia Northern,56190,12,27122,10.9364940841
1800770,2013,Kelly Mine,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,"Wpo, Inc","145 Meadow Street, Somerset, PA 15501", ,Appalachia Northern,6341,4,2755,8.7547917637
1800780,2013,Casselman Mine,Maryland,Garrett,Active,Underground,Independent Producer Operator,Mine only,"Maryland Energy Resources, Llc","609 Georgian Place, Somerset, PA 15501", ,Appalachia Northern,248522,51,108291,12.4232866518
1800790,2013,Wolf Den Run Mine,Maryland,Garrett,Active,Surface,Independent Producer Operator,Mine only,Vindex Energy Corporation,"265 Glass Street, Mountain Lake, MD 21550", ,Appalachia Northern,6734,2,846,8.81492459972
4609053,2013,Auger 3,Maryland,Garrett,Temporarily closed,Surface,Independent Producer Operator,Mine only,West Virginia Industrial Servi,"2005 Webster Road, Summersville, WV 26651", ,Appalachia Northern,7328,4,4725,8.89945790635
2200690,2013,Red Hills Mine,Mississippi,Choctaw,Active,Surface,Operating Subsidiary,Mine only,Mississippi Lignite Mining Com,"1000 Mcintire Rd, Ackerman, MS 39735", ,Interior,3323478,217,446450,15.0165223829
2200803,2013,Liberty Mine,Mississippi,Kemper,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Liberty Fuels Company Llc,"4707 Hwy 493, Dekalb, MS 39328", ,Interior,251591,92,195751,12.4355600321
2302262,2013,Hume #1,Missouri,Bates,Active,Surface,Independent Producer Operator,Mine only,Continental Coal Inc,"10801 Mastin, Suite 920, Overland Park, KS 66210", ,Interior,413703,24,62982,12.9329036041
2400839,2013,Decker Mine,Montana,Big Horn,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Decker Coal Company,"P.O. Box 12, Decker, MT 59025",United Mine Workers of America,Powder River Basin,3121820,101,190848,14.953926723
2400910,2013,Absaloka Mine,Montana,Big Horn,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Westmoreland Resources Inc.,"P.O. Box 449, Hardin, MT 59034",INTE,Powder River Basin,4168748,146,300523,15.2431263089
2401457,2013,Spring Creek Coal Company,Montana,Big Horn,Active,Surface,Operating Subsidiary,Mine only,Spring Creek Coal Llc,"P.O. Box 67, Decker, MT 59025", ,Powder River Basin,17669717,267,556967,16.6873628283
2401950,2013,Bull Mountains Mine No 1,Montana,Musselshell,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Signal Peak Energy Llc,"100 Portal Dr, Roundup, MT 59072", ,Western,8682884,333,734127,15.9768642895
2400106,2013,Savage Mine,Montana,Richland,Active,Surface,Operating Subsidiary,Mine only,Westmoreland Savage Corporatio,"P.O. Box 30, Savage, MT 59262",International Union of Operation Engineers,Western,354184,14,26942,12.7775718311
2401747,2013,Rosebud Mine&crusher/Conveyor,Montana,Rosebud,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Western Energy Company,"P.O. Box 99, Colstrip, MT 59323",International Union of Operation Engineers,Powder River Basin,8234130,386,719646,15.9237982694
2901879,2013,Lee Ranch Coal Mine,New Mexico,Mckinley,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody New Mexico Services Di,"P.O. Box 757, Grants, NM 87020", ,Western,19395,26,56640,9.87277057987
2902257,2013,El Segundo,New Mexico,Mckinley,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody New Mexico Services Di,"P.O. Box 757, Grants, NM 87020", ,Western,8676276,352,734927,15.9761029623
2900097,2013,Navajo Mine,New Mexico,San Juan,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Bhp Billiton Mine Management C,"P.O. Box 1717, Fruitland, NM 87416",International Union of Operation Engineers,Western,7283590,416,883720,15.8011344305
2902170,2013,San Juan Mine 1,New Mexico,San Juan,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,San Juan Coal Company,"P.O. Box 561, Waterflow, NM 87421",INTE,Western,5989380,492,1016385,15.6054984589
3200491,2013,Falkirk Mine,North Dakota,Mclean,Active,Surface,Operating Subsidiary,Mine only,Falkirk Mining Company,"P.O. Box 1087, Underwood, ND 58576", ,Western,7650076,469,939708,15.8502261404
3200043,2013,Beulah Mine,North Dakota,Mercer,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Dakota Westmoreland Corp,"P.O. Box 39, Beulah, ND 58523",United Mine Workers of America,Western,2477559,134,246360,14.7227843592
3200595,2013,Freedom Mine,North Dakota,Mercer,Active,Surface,Operating Subsidiary,Mine only,The Coteau Properties Company,"204 County Road 15, Beulah, ND 58523", ,Western,13782716,477,943102,16.4389259014
3200218,2013,Center Mine,North Dakota,Oliver,Active,Surface,Operating Subsidiary,Mine only,Bni Coal Ltd,"1277, Center, ND 58530",INTE,Western,3728709,157,301515,15.1315726191
3300965,2013,Rice #1 (Strip),Ohio,Belmont,Active,Surface,Independent Producer Operator,Mine only,Oxford Mining Co Llc,"P.O. Box 427, Coshocton, OH 43812", ,Appalachia Northern,906631,170,350188,13.7174908106
3301159,2013,Powhatan No. 6 Mine,Ohio,Belmont,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Ohio Valley Coal Company,"46226 National Road, St. Clairsvil, OH 43950",UNIT,Appalachia Northern,5550146,651,1479867,15.5293347917
3304605,2013,Carroll Hollow #6,Ohio,Carroll,Active,Underground,Independent Producer Operator,Mine only,Sterling Mining Corporation,"P.O. Box 217, North Lima, OH 44452", ,Appalachia Northern,238241,49,114399,12.3810380454
3303930,2013,Lisbon Mine,Ohio,Columbiana,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Oxford Mining Co,llc","P.O. Box 427, Coshocton, OH 43812", ,Appalachia Northern,38780,14,15946,10.5656599288
